Jurisdiction,Year,Week,AllDeath,NaturalDeath
Arizona,Y2016,18,1035,933
Arizona,Y2016,19,1057,957
Arizona,Y2016,20,1095,967
Arizona,Y2016,21,997,900
Arizona,Y2016,22,1057,946
Arizona,Y2016,23,1087,956
Arizona,Y2016,24,998,867
Arizona,Y2016,25,1057,934
Arizona,Y2016,26,1064,909
Arizona,Y2016,27,1015,893
Arizona,Y2016,28,991,861
Arizona,Y2016,29,1018,887
Arizona,Y2016,30,1095,937
Arizona,Y2016,31,993,874
Arizona,Y2016,32,1005,886
Arizona,Y2016,33,1015,893
Arizona,Y2016,34,999,889
Arizona,Y2016,35,1018,921
Arizona,Y2016,36,999,884
Arizona,Y2016,37,929,839
Arizona,Y2016,38,1036,915
Arizona,Y2016,39,993,889
Arizona,Y2016,40,972,861
Arizona,Y2016,41,1031,929
Arizona,Y2016,42,1048,929
Arizona,Y2016,43,1007,885
Arizona,Y2016,44,1058,973
Arizona,Y2016,45,1058,941
Arizona,Y2016,46,1048,942
Arizona,Y2016,47,1099,982
Arizona,Y2016,48,1111,994
Arizona,Y2016,49,1106,1020
Arizona,Y2016,50,1095,1000
Arizona,Y2016,51,1061,966
Arizona,Y2016,52,1165,1067
Arizona,Y2017,1,1170,1056
Arizona,Y2017,2,1205,1094
Arizona,Y2017,3,1122,1008
Arizona,Y2017,4,1191,1076
Arizona,Y2017,5,1235,1115
Arizona,Y2017,6,1216,1112
Arizona,Y2017,7,1138,1025
Arizona,Y2017,8,1125,1004
Arizona,Y2017,9,1176,1059
Arizona,Y2017,10,1169,1048
Arizona,Y2017,11,1209,1086
Arizona,Y2017,12,1189,1065
Arizona,Y2017,13,1127,1011
Arizona,Y2017,14,1171,1045
Arizona,Y2017,15,1141,1041
Arizona,Y2017,16,1124,1014
Arizona,Y2017,17,1182,1056
Arizona,Y2017,18,1169,1034
Arizona,Y2017,19,1120,990
Arizona,Y2017,20,1078,939
Arizona,Y2017,21,1065,939
Arizona,Y2017,22,1146,1012
Arizona,Y2017,23,1139,1003
Arizona,Y2017,24,1082,960
Arizona,Y2017,25,1102,961
Arizona,Y2017,26,1109,954
Arizona,Y2017,27,1142,985
Arizona,Y2017,28,1071,925
Arizona,Y2017,29,1075,950
Arizona,Y2017,30,1002,871
Arizona,Y2017,31,1048,928
Arizona,Y2017,32,1064,934
Arizona,Y2017,33,975,873
Arizona,Y2017,34,1002,879
Arizona,Y2017,35,1054,927
Arizona,Y2017,36,1072,956
Arizona,Y2017,37,1062,953
Arizona,Y2017,38,1036,904
Arizona,Y2017,39,1007,906
Arizona,Y2017,40,1056,929
Arizona,Y2017,41,1065,963
Arizona,Y2017,42,1056,915
Arizona,Y2017,43,1032,923
Arizona,Y2017,44,1085,959
Arizona,Y2017,45,1034,912
Arizona,Y2017,46,1145,1047
Arizona,Y2017,47,1112,1007
Arizona,Y2017,48,1133,1019
Arizona,Y2017,49,1092,982
Arizona,Y2017,50,1155,1044
Arizona,Y2017,51,1336,1194
Arizona,Y2017,52,1429,1309
Arizona,Y2018,1,1532,1385
Arizona,Y2018,2,1514,1384
Arizona,Y2018,3,1379,1246
Arizona,Y2018,4,1363,1227
Arizona,Y2018,5,1375,1251
Arizona,Y2018,6,1309,1180
Arizona,Y2018,7,1228,1130
Arizona,Y2018,8,1172,1037
Arizona,Y2018,9,1272,1165
Arizona,Y2018,10,1282,1167
Arizona,Y2018,11,1196,1055
Arizona,Y2018,12,1232,1092
Arizona,Y2018,13,1195,1085
Arizona,Y2018,14,1247,1117
Arizona,Y2018,15,1179,1039
Arizona,Y2018,16,1161,1057
Arizona,Y2018,17,1145,1008
Arizona,Y2018,18,1157,1037
Arizona,Y2018,19,1141,1025
Arizona,Y2018,20,1030,913
Arizona,Y2018,21,1063,950
Arizona,Y2018,22,1033,901
Arizona,Y2018,23,1086,953
Arizona,Y2018,24,1154,1011
Arizona,Y2018,25,1065,939
Arizona,Y2018,26,1105,964
Arizona,Y2018,27,1079,954
Arizona,Y2018,28,1042,915
Arizona,Y2018,29,1121,979
Arizona,Y2018,30,1090,919
Arizona,Y2018,31,1097,942
Arizona,Y2018,32,1042,912
Arizona,Y2018,33,1015,889
Arizona,Y2018,34,1082,956
Arizona,Y2018,35,1070,937
Arizona,Y2018,36,1046,916
Arizona,Y2018,37,1070,940
Arizona,Y2018,38,1065,943
Arizona,Y2018,39,1073,947
Arizona,Y2018,40,997,888
Arizona,Y2018,41,1027,912
Arizona,Y2018,42,1098,993
Arizona,Y2018,43,1088,963
Arizona,Y2018,44,1027,922
Arizona,Y2018,45,1102,981
Arizona,Y2018,46,1098,974
Arizona,Y2018,47,1119,1004
Arizona,Y2018,48,1156,1049
Arizona,Y2018,49,1188,1078
Arizona,Y2018,50,1152,1029
Arizona,Y2018,51,1274,1134
Arizona,Y2018,52,1185,1064
Arizona,Y2019,1,1351,1224
Arizona,Y2019,2,1350,1211
Arizona,Y2019,3,1270,1147
Arizona,Y2019,4,1253,1116
Arizona,Y2019,5,1217,1090
Arizona,Y2019,6,1204,1091
Arizona,Y2019,7,1188,1079
Arizona,Y2019,8,1313,1165
Arizona,Y2019,9,1250,1122
Arizona,Y2019,10,1252,1119
Arizona,Y2019,11,1279,1155
Arizona,Y2019,12,1192,1057
Arizona,Y2019,13,1240,1114
Arizona,Y2019,14,1254,1117
Arizona,Y2019,15,1325,1177
Arizona,Y2019,16,1167,1049
Arizona,Y2019,17,1176,1054
Arizona,Y2019,18,1160,1027
Arizona,Y2019,19,1191,1057
Arizona,Y2019,20,1139,1003
Arizona,Y2019,21,1122,1006
Arizona,Y2019,22,1168,1041
Arizona,Y2019,23,1074,941
Arizona,Y2019,24,1149,1022
Arizona,Y2019,25,1060,940
Arizona,Y2019,26,1122,973
Arizona,Y2019,27,1120,946
Arizona,Y2019,28,1165,993
Arizona,Y2019,29,1144,974
Arizona,Y2019,30,1068,922
Arizona,Y2019,31,1085,940
Arizona,Y2019,32,1085,937
Arizona,Y2019,33,1071,946
Arizona,Y2019,34,1063,933
Arizona,Y2019,35,1151,1018
Arizona,Y2019,36,1176,1017
Arizona,Y2019,37,1038,910
Arizona,Y2019,38,1079,958
Arizona,Y2019,39,1159,1039
Arizona,Y2019,40,1102,967
Arizona,Y2019,41,1117,991
Arizona,Y2019,42,1139,1014
Arizona,Y2019,43,1013,906
Arizona,Y2019,44,1121,1004
Arizona,Y2019,45,1254,1115
Arizona,Y2019,46,1197,1062
Arizona,Y2019,47,1220,1075
Arizona,Y2019,48,1119,1002
Arizona,Y2019,49,1222,1100
Arizona,Y2019,50,1193,1071
Arizona,Y2019,51,1165,1039
Arizona,Y2019,52,1219,1112
Arizona,Y2020,1,1301,1182
Arizona,Y2020,2,1390,1248
Arizona,Y2020,3,1315,1175
Arizona,Y2020,4,1275,1157
Arizona,Y2020,5,1265,1131
Arizona,Y2020,6,1264,1138
Arizona,Y2020,7,1312,1191
Arizona,Y2020,8,1342,1185
Arizona,Y2020,9,1352,1196
Arizona,Y2020,10,1380,1237
Arizona,Y2020,11,1349,1203
Arizona,Y2020,12,1290,1159
Arizona,Y2020,13,1324,1215
Arizona,Y2020,14,1356,1235
Arizona,Y2020,15,1403,1261
Arizona,Y2020,16,1316,1192
Arizona,Y2020,17,1384,1280
Arizona,Y2020,18,1398,1264
Arizona,Y2020,19,1427,1287
Arizona,Y2020,20,1306,1158
Arizona,Y2020,21,1289,1140
Arizona,Y2020,22,1310,1173
Arizona,Y2020,23,1399,1216
Arizona,Y2020,24,1463,1298
Arizona,Y2020,25,1549,1393
Arizona,Y2020,26,1616,1467
Arizona,Y2020,27,1773,1617
Arizona,Y2020,28,1952,1794
Arizona,Y2020,29,1993,1750
Arizona,Y2020,30,1861,1676
Arizona,Y2020,31,1792,1572
Arizona,Y2020,32,1584,1391
Arizona,Y2020,33,1526,1363
Arizona,Y2020,34,1504,1300
Arizona,Y2020,35,1464,1273
Arizona,Y2020,36,1292,1126
Arizona,Y2020,37,1280,1125
Arizona,Y2020,38,1257,1127
Arizona,Y2020,39,1282,1153
Arizona,Y2020,40,1201,1053
Arizona,Y2020,41,1237,1103
Arizona,Y2020,42,1229,1102
Arizona,Y2020,43,1280,1164
Arizona,Y2020,44,1305,1183
Arizona,Y2020,45,1381,1254
Arizona,Y2020,46,1239,1155
Arizona,Y2020,47,1493,1398
Arizona,Y2020,48,1448,1370
Arizona,Y2020,49,1469,1399
Arizona,Y2020,50,1171,1122
Arizona,Y2020,51,862,842
Arkansas,Y2014,1,401,378
Arkansas,Y2014,2,642,605
Arkansas,Y2014,3,626,583
Arkansas,Y2014,4,649,617
Arkansas,Y2014,5,641,599
Arkansas,Y2014,6,610,586
Arkansas,Y2014,7,651,612
Arkansas,Y2014,8,598,565
Arkansas,Y2014,9,626,589
Arkansas,Y2014,10,634,584
Arkansas,Y2014,11,558,525
Arkansas,Y2014,12,594,549
Arkansas,Y2014,13,564,540
Arkansas,Y2014,14,586,541
Arkansas,Y2014,15,578,529
Arkansas,Y2014,16,552,516
Arkansas,Y2014,17,583,529
Arkansas,Y2014,18,544,478
Arkansas,Y2014,19,550,510
Arkansas,Y2014,20,536,502
Arkansas,Y2014,21,509,470
Arkansas,Y2014,22,577,535
Arkansas,Y2014,23,506,453
Arkansas,Y2014,24,549,517
Arkansas,Y2014,25,500,449
Arkansas,Y2014,26,528,483
Arkansas,Y2014,27,563,527
Arkansas,Y2014,28,537,498
Arkansas,Y2014,29,565,525
Arkansas,Y2014,30,509,467
Arkansas,Y2014,31,566,518
Arkansas,Y2014,32,557,521
Arkansas,Y2014,33,500,464
Arkansas,Y2014,34,518,464
Arkansas,Y2014,35,532,485
Arkansas,Y2014,36,497,454
Arkansas,Y2014,37,509,460
Arkansas,Y2014,38,531,493
Arkansas,Y2014,39,577,521
Arkansas,Y2014,40,522,480
Arkansas,Y2014,41,550,497
Arkansas,Y2014,42,558,498
Arkansas,Y2014,43,584,541
Arkansas,Y2014,44,572,532
Arkansas,Y2014,45,537,486
Arkansas,Y2014,46,567,528
Arkansas,Y2014,47,610,561
Arkansas,Y2014,48,571,529
Arkansas,Y2014,49,614,578
Arkansas,Y2014,50,574,519
Arkansas,Y2014,51,606,558
Arkansas,Y2014,52,602,564
Arkansas,Y2014,53,633,599
Arkansas,Y2015,1,746,702
Arkansas,Y2015,2,669,622
Arkansas,Y2015,3,682,633
Arkansas,Y2015,4,685,640
Arkansas,Y2015,5,717,671
Arkansas,Y2015,6,669,612
Arkansas,Y2015,7,616,571
Arkansas,Y2015,8,708,668
Arkansas,Y2015,9,669,626
Arkansas,Y2015,10,641,593
Arkansas,Y2015,11,571,529
Arkansas,Y2015,12,566,520
Arkansas,Y2015,13,588,535
Arkansas,Y2015,14,590,548
Arkansas,Y2015,15,570,527
Arkansas,Y2015,16,559,516
Arkansas,Y2015,17,616,572
Arkansas,Y2015,18,592,551
Arkansas,Y2015,19,574,541
Arkansas,Y2015,20,601,549
Arkansas,Y2015,21,591,551
Arkansas,Y2015,22,572,528
Arkansas,Y2015,23,561,508
Arkansas,Y2015,24,574,535
Arkansas,Y2015,25,527,479
Arkansas,Y2015,26,563,514
Arkansas,Y2015,27,510,452
Arkansas,Y2015,28,536,482
Arkansas,Y2015,29,600,548
Arkansas,Y2015,30,522,462
Arkansas,Y2015,31,593,537
Arkansas,Y2015,32,583,542
Arkansas,Y2015,33,576,515
Arkansas,Y2015,34,548,491
Arkansas,Y2015,35,549,502
Arkansas,Y2015,36,573,525
Arkansas,Y2015,37,540,501
Arkansas,Y2015,38,528,493
Arkansas,Y2015,39,582,539
Arkansas,Y2015,40,564,517
Arkansas,Y2015,41,554,522
Arkansas,Y2015,42,582,544
Arkansas,Y2015,43,631,567
Arkansas,Y2015,44,535,486
Arkansas,Y2015,45,596,547
Arkansas,Y2015,46,583,542
Arkansas,Y2015,47,597,548
Arkansas,Y2015,48,593,556
Arkansas,Y2015,49,616,586
Arkansas,Y2015,50,577,528
Arkansas,Y2015,51,604,568
Arkansas,Y2015,52,559,515
Arkansas,Y2016,1,640,593
Arkansas,Y2016,2,629,598
Arkansas,Y2016,3,571,529
Arkansas,Y2016,4,624,578
Arkansas,Y2016,5,605,578
Arkansas,Y2016,6,615,562
Arkansas,Y2016,7,588,539
Arkansas,Y2016,8,627,584
Arkansas,Y2016,9,588,542
Arkansas,Y2016,10,588,547
Arkansas,Y2016,11,635,588
Arkansas,Y2016,12,583,535
Arkansas,Y2016,13,660,617
Arkansas,Y2016,14,603,574
Arkansas,Y2016,15,605,560
Arkansas,Y2016,16,604,548
Arkansas,Y2016,17,566,525
Arkansas,Y2016,18,553,507
Arkansas,Y2016,19,550,502
Arkansas,Y2016,20,599,543
Arkansas,Y2016,21,553,510
Arkansas,Y2016,22,586,544
Arkansas,Y2016,23,595,549
Arkansas,Y2016,24,531,487
Arkansas,Y2016,25,561,517
Arkansas,Y2016,26,577,527
Arkansas,Y2016,27,597,557
Arkansas,Y2016,28,609,555
Arkansas,Y2016,29,566,519
Arkansas,Y2016,30,553,511
Arkansas,Y2016,31,537,483
Arkansas,Y2016,32,551,489
Arkansas,Y2016,33,566,511
Arkansas,Y2016,34,558,522
Arkansas,Y2016,35,539,482
Arkansas,Y2016,36,629,576
Arkansas,Y2016,37,564,522
Arkansas,Y2016,38,548,485
Arkansas,Y2016,39,517,470
Arkansas,Y2016,40,570,527
Arkansas,Y2016,41,571,513
Arkansas,Y2016,42,548,506
Arkansas,Y2016,43,601,547
Arkansas,Y2016,44,608,561
Arkansas,Y2016,45,637,588
Arkansas,Y2016,46,604,549
Arkansas,Y2016,47,638,587
Arkansas,Y2016,48,617,577
Arkansas,Y2016,49,639,588
Arkansas,Y2016,50,703,670
Arkansas,Y2016,51,655,599
Arkansas,Y2016,52,699,653
Arkansas,Y2017,1,651,602
Arkansas,Y2017,2,658,614
Arkansas,Y2017,3,657,608
Arkansas,Y2017,4,579,535
Arkansas,Y2017,5,614,581
Arkansas,Y2017,6,626,583
Arkansas,Y2017,7,648,608
Arkansas,Y2017,8,657,606
Arkansas,Y2017,9,662,611
Arkansas,Y2017,10,635,586
Arkansas,Y2017,11,643,604
Arkansas,Y2017,12,636,580
Arkansas,Y2017,13,640,587
Arkansas,Y2017,14,609,553
Arkansas,Y2017,15,634,574
Arkansas,Y2017,16,604,559
Arkansas,Y2017,17,607,550
Arkansas,Y2017,18,590,544
Arkansas,Y2017,19,600,545
Arkansas,Y2017,20,608,555
Arkansas,Y2017,21,568,512
Arkansas,Y2017,22,569,525
Arkansas,Y2017,23,565,526
Arkansas,Y2017,24,601,539
Arkansas,Y2017,25,604,553
Arkansas,Y2017,26,582,513
Arkansas,Y2017,27,605,548
Arkansas,Y2017,28,583,526
Arkansas,Y2017,29,565,514
Arkansas,Y2017,30,582,520
Arkansas,Y2017,31,526,477
Arkansas,Y2017,32,589,528
Arkansas,Y2017,33,571,523
Arkansas,Y2017,34,559,510
Arkansas,Y2017,35,550,515
Arkansas,Y2017,36,583,539
Arkansas,Y2017,37,611,554
Arkansas,Y2017,38,577,528
Arkansas,Y2017,39,614,561
Arkansas,Y2017,40,563,520
Arkansas,Y2017,41,536,497
Arkansas,Y2017,42,565,524
Arkansas,Y2017,43,609,566
Arkansas,Y2017,44,609,557
Arkansas,Y2017,45,589,534
Arkansas,Y2017,46,624,579
Arkansas,Y2017,47,606,555
Arkansas,Y2017,48,615,576
Arkansas,Y2017,49,700,638
Arkansas,Y2017,50,711,646
Arkansas,Y2017,51,696,650
Arkansas,Y2017,52,733,687
Arkansas,Y2018,1,734,690
Arkansas,Y2018,2,763,718
Arkansas,Y2018,3,761,718
Arkansas,Y2018,4,736,685
Arkansas,Y2018,5,667,633
Arkansas,Y2018,6,680,637
Arkansas,Y2018,7,674,634
Arkansas,Y2018,8,671,635
Arkansas,Y2018,9,611,560
Arkansas,Y2018,10,652,598
Arkansas,Y2018,11,583,541
Arkansas,Y2018,12,578,536
Arkansas,Y2018,13,592,543
Arkansas,Y2018,14,576,523
Arkansas,Y2018,15,619,575
Arkansas,Y2018,16,541,496
Arkansas,Y2018,17,580,527
Arkansas,Y2018,18,625,575
Arkansas,Y2018,19,627,570
Arkansas,Y2018,20,575,515
Arkansas,Y2018,21,582,520
Arkansas,Y2018,22,608,554
Arkansas,Y2018,23,573,529
Arkansas,Y2018,24,603,540
Arkansas,Y2018,25,547,495
Arkansas,Y2018,26,570,520
Arkansas,Y2018,27,568,522
Arkansas,Y2018,28,586,530
Arkansas,Y2018,29,595,545
Arkansas,Y2018,30,534,478
Arkansas,Y2018,31,548,511
Arkansas,Y2018,32,556,514
Arkansas,Y2018,33,561,513
Arkansas,Y2018,34,561,522
Arkansas,Y2018,35,568,501
Arkansas,Y2018,36,577,538
Arkansas,Y2018,37,597,558
Arkansas,Y2018,38,586,530
Arkansas,Y2018,39,554,516
Arkansas,Y2018,40,559,514
Arkansas,Y2018,41,565,532
Arkansas,Y2018,42,577,540
Arkansas,Y2018,43,654,608
Arkansas,Y2018,44,615,561
Arkansas,Y2018,45,583,554
Arkansas,Y2018,46,639,594
Arkansas,Y2018,47,632,579
Arkansas,Y2018,48,635,594
Arkansas,Y2018,49,602,564
Arkansas,Y2018,50,661,613
Arkansas,Y2018,51,652,608
Arkansas,Y2018,52,668,624
Arkansas,Y2019,1,692,631
Arkansas,Y2019,2,601,571
Arkansas,Y2019,3,661,608
Arkansas,Y2019,4,650,604
Arkansas,Y2019,5,671,624
Arkansas,Y2019,6,665,622
Arkansas,Y2019,7,695,661
Arkansas,Y2019,8,723,676
Arkansas,Y2019,9,643,605
Arkansas,Y2019,10,686,633
Arkansas,Y2019,11,703,657
Arkansas,Y2019,12,671,619
Arkansas,Y2019,13,660,620
Arkansas,Y2019,14,645,597
Arkansas,Y2019,15,645,608
Arkansas,Y2019,16,616,564
Arkansas,Y2019,17,586,548
Arkansas,Y2019,18,588,546
Arkansas,Y2019,19,567,522
Arkansas,Y2019,20,607,564
Arkansas,Y2019,21,630,594
Arkansas,Y2019,22,565,516
Arkansas,Y2019,23,573,522
Arkansas,Y2019,24,635,587
Arkansas,Y2019,25,554,505
Arkansas,Y2019,26,564,524
Arkansas,Y2019,27,582,529
Arkansas,Y2019,28,580,535
Arkansas,Y2019,29,580,527
Arkansas,Y2019,30,539,494
Arkansas,Y2019,31,557,524
Arkansas,Y2019,32,592,551
Arkansas,Y2019,33,574,525
Arkansas,Y2019,34,587,545
Arkansas,Y2019,35,557,507
Arkansas,Y2019,36,528,477
Arkansas,Y2019,37,638,591
Arkansas,Y2019,38,601,555
Arkansas,Y2019,39,598,539
Arkansas,Y2019,40,564,517
Arkansas,Y2019,41,590,555
Arkansas,Y2019,42,610,567
Arkansas,Y2019,43,618,574
Arkansas,Y2019,44,595,560
Arkansas,Y2019,45,632,590
Arkansas,Y2019,46,671,623
Arkansas,Y2019,47,643,588
Arkansas,Y2019,48,664,617
Arkansas,Y2019,49,617,570
Arkansas,Y2019,50,660,610
Arkansas,Y2019,51,613,568
Arkansas,Y2019,52,706,653
Arkansas,Y2020,1,672,630
Arkansas,Y2020,2,685,628
Arkansas,Y2020,3,658,609
Arkansas,Y2020,4,616,576
Arkansas,Y2020,5,681,615
Arkansas,Y2020,6,673,637
Arkansas,Y2020,7,688,639
Arkansas,Y2020,8,695,650
Arkansas,Y2020,9,656,618
Arkansas,Y2020,10,696,630
Arkansas,Y2020,11,628,572
Arkansas,Y2020,12,637,590
Arkansas,Y2020,13,640,590
Arkansas,Y2020,14,606,561
Arkansas,Y2020,15,636,588
Arkansas,Y2020,16,637,573
Arkansas,Y2020,17,614,561
Arkansas,Y2020,18,630,567
Arkansas,Y2020,19,661,617
Arkansas,Y2020,20,582,533
Arkansas,Y2020,21,642,587
Arkansas,Y2020,22,610,554
Arkansas,Y2020,23,648,579
Arkansas,Y2020,24,651,586
Arkansas,Y2020,25,707,634
Arkansas,Y2020,26,663,599
Arkansas,Y2020,27,686,619
Arkansas,Y2020,28,660,589
Arkansas,Y2020,29,694,633
Arkansas,Y2020,30,713,658
Arkansas,Y2020,31,745,692
Arkansas,Y2020,32,734,682
Arkansas,Y2020,33,764,709
Arkansas,Y2020,34,749,687
Arkansas,Y2020,35,738,691
Arkansas,Y2020,36,710,651
Arkansas,Y2020,37,721,688
Arkansas,Y2020,38,734,681
Arkansas,Y2020,39,743,701
Arkansas,Y2020,40,780,733
Arkansas,Y2020,41,782,734
Arkansas,Y2020,42,774,735
Arkansas,Y2020,43,783,728
Arkansas,Y2020,44,786,737
Arkansas,Y2020,45,834,795
Arkansas,Y2020,46,866,826
Arkansas,Y2020,47,850,804
Arkansas,Y2020,48,767,736
Arkansas,Y2020,49,828,802
Arkansas,Y2020,50,646,626
Arkansas,Y2020,51,321,314
California,Y2014,1,3142,2932
California,Y2014,2,5371,5017
California,Y2014,3,5522,5181
California,Y2014,4,5337,4986
California,Y2014,5,5197,4842
California,Y2014,6,5186,4855
California,Y2014,7,5089,4732
California,Y2014,8,4939,4586
California,Y2014,9,4759,4385
California,Y2014,10,4756,4408
California,Y2014,11,4879,4550
California,Y2014,12,4836,4496
California,Y2014,13,4735,4424
California,Y2014,14,4745,4397
California,Y2014,15,4825,4425
California,Y2014,16,4640,4294
California,Y2014,17,4591,4257
California,Y2014,18,4733,4370
California,Y2014,19,4660,4303
California,Y2014,20,4594,4231
California,Y2014,21,4458,4097
California,Y2014,22,4593,4271
California,Y2014,23,4593,4235
California,Y2014,24,4520,4160
California,Y2014,25,4502,4142
California,Y2014,26,4401,4057
California,Y2014,27,4648,4287
California,Y2014,28,4465,4078
California,Y2014,29,4483,4096
California,Y2014,30,4456,4083
California,Y2014,31,4519,4189
California,Y2014,32,4336,3968
California,Y2014,33,4529,4148
California,Y2014,34,4461,4113
California,Y2014,35,4275,3939
California,Y2014,36,4572,4197
California,Y2014,37,4551,4195
California,Y2014,38,4542,4139
California,Y2014,39,4403,4075
California,Y2014,40,4574,4207
California,Y2014,41,4622,4264
California,Y2014,42,4496,4182
California,Y2014,43,4534,4164
California,Y2014,44,4578,4204
California,Y2014,45,4684,4290
California,Y2014,46,4742,4388
California,Y2014,47,4848,4515
California,Y2014,48,4862,4506
California,Y2014,49,4874,4527
California,Y2014,50,4965,4610
California,Y2014,51,4901,4544
California,Y2014,52,5237,4884
California,Y2014,53,5391,5035
California,Y2015,1,5812,5442
California,Y2015,2,5837,5456
California,Y2015,3,5580,5251
California,Y2015,4,5691,5319
California,Y2015,5,5505,5128
California,Y2015,6,5566,5205
California,Y2015,7,5436,5017
California,Y2015,8,5207,4876
California,Y2015,9,5415,5031
California,Y2015,10,5289,4913
California,Y2015,11,5228,4834
California,Y2015,12,4858,4501
California,Y2015,13,4759,4406
California,Y2015,14,5082,4705
California,Y2015,15,5003,4635
California,Y2015,16,5047,4665
California,Y2015,17,5035,4636
California,Y2015,18,4803,4454
California,Y2015,19,4760,4407
California,Y2015,20,4726,4392
California,Y2015,21,4965,4614
California,Y2015,22,4796,4400
California,Y2015,23,4811,4441
California,Y2015,24,4790,4390
California,Y2015,25,4677,4277
California,Y2015,26,4725,4304
California,Y2015,27,4413,4029
California,Y2015,28,4653,4258
California,Y2015,29,4628,4254
California,Y2015,30,4742,4336
California,Y2015,31,4556,4168
California,Y2015,32,4574,4179
California,Y2015,33,4649,4261
California,Y2015,34,4740,4345
California,Y2015,35,4640,4229
California,Y2015,36,4835,4418
California,Y2015,37,4711,4335
California,Y2015,38,4605,4234
California,Y2015,39,4568,4199
California,Y2015,40,4780,4353
California,Y2015,41,4829,4444
California,Y2015,42,4578,4199
California,Y2015,43,4655,4309
California,Y2015,44,4779,4419
California,Y2015,45,5005,4619
California,Y2015,46,5246,4847
California,Y2015,47,5057,4730
California,Y2015,48,5191,4825
California,Y2015,49,5309,4895
California,Y2015,50,5314,4902
California,Y2015,51,5427,5058
California,Y2015,52,5545,5144
California,Y2016,1,5775,5378
California,Y2016,2,5627,5232
California,Y2016,3,5377,5014
California,Y2016,4,5234,4846
California,Y2016,5,5387,5014
California,Y2016,6,5601,5213
California,Y2016,7,5610,5206
California,Y2016,8,5515,5111
California,Y2016,9,5540,5136
California,Y2016,10,5293,4942
California,Y2016,11,5489,5105
California,Y2016,12,5256,4871
California,Y2016,13,5169,4763
California,Y2016,14,5194,4761
California,Y2016,15,5161,4742
California,Y2016,16,4920,4537
California,Y2016,17,4897,4549
California,Y2016,18,4963,4568
California,Y2016,19,4821,4435
California,Y2016,20,4688,4325
California,Y2016,21,4782,4385
California,Y2016,22,4833,4422
California,Y2016,23,4601,4214
California,Y2016,24,4611,4246
California,Y2016,25,4821,4396
California,Y2016,26,4858,4469
California,Y2016,27,4592,4150
California,Y2016,28,4585,4202
California,Y2016,29,4732,4376
California,Y2016,30,4713,4313
California,Y2016,31,4738,4336
California,Y2016,32,4530,4133
California,Y2016,33,4603,4195
California,Y2016,34,4742,4368
California,Y2016,35,4706,4306
California,Y2016,36,4694,4309
California,Y2016,37,4723,4377
California,Y2016,38,4809,4402
California,Y2016,39,4810,4403
California,Y2016,40,4867,4471
California,Y2016,41,4888,4500
California,Y2016,42,4853,4445
California,Y2016,43,4897,4542
California,Y2016,44,4794,4407
California,Y2016,45,4891,4490
California,Y2016,46,4829,4427
California,Y2016,47,4972,4584
California,Y2016,48,5297,4875
California,Y2016,49,5531,5086
California,Y2016,50,5371,4990
California,Y2016,51,5546,5124
California,Y2016,52,5785,5395
California,Y2017,1,6061,5632
California,Y2017,2,6267,5852
California,Y2017,3,5978,5587
California,Y2017,4,5747,5387
California,Y2017,5,5970,5593
California,Y2017,6,5710,5317
California,Y2017,7,5621,5221
California,Y2017,8,5347,4989
California,Y2017,9,5539,5129
California,Y2017,10,5432,4996
California,Y2017,11,5386,4991
California,Y2017,12,5156,4762
California,Y2017,13,5166,4798
California,Y2017,14,5194,4787
California,Y2017,15,5121,4752
California,Y2017,16,5072,4714
California,Y2017,17,5269,4834
California,Y2017,18,5226,4764
California,Y2017,19,4892,4471
California,Y2017,20,5059,4666
California,Y2017,21,4846,4462
California,Y2017,22,4890,4451
California,Y2017,23,4849,4450
California,Y2017,24,4913,4504
California,Y2017,25,5147,4680
California,Y2017,26,4849,4391
California,Y2017,27,4913,4470
California,Y2017,28,4746,4365
California,Y2017,29,4781,4303
California,Y2017,30,4636,4225
California,Y2017,31,4828,4410
California,Y2017,32,4683,4277
California,Y2017,33,4611,4221
California,Y2017,34,4512,4121
California,Y2017,35,5017,4584
California,Y2017,36,4998,4584
California,Y2017,37,4707,4290
California,Y2017,38,4763,4381
California,Y2017,39,5002,4563
California,Y2017,40,4814,4417
California,Y2017,41,4936,4496
California,Y2017,42,4992,4591
California,Y2017,43,4963,4556
California,Y2017,44,4926,4512
California,Y2017,45,4900,4547
California,Y2017,46,4840,4408
California,Y2017,47,5059,4639
California,Y2017,48,4957,4580
California,Y2017,49,5289,4878
California,Y2017,50,5469,5042
California,Y2017,51,5792,5401
California,Y2017,52,6555,6138
California,Y2018,1,7042,6532
California,Y2018,2,6862,6402
California,Y2018,3,6342,5944
California,Y2018,4,5845,5448
California,Y2018,5,5981,5520
California,Y2018,6,5567,5158
California,Y2018,7,5627,5202
California,Y2018,8,5692,5279
California,Y2018,9,5731,5341
California,Y2018,10,5923,5530
California,Y2018,11,5686,5292
California,Y2018,12,5486,5113
California,Y2018,13,5372,4972
California,Y2018,14,5279,4901
California,Y2018,15,5090,4704
California,Y2018,16,4996,4595
California,Y2018,17,5139,4730
California,Y2018,18,4968,4584
California,Y2018,19,4946,4543
California,Y2018,20,4696,4294
California,Y2018,21,4845,4492
California,Y2018,22,4935,4520
California,Y2018,23,5039,4613
California,Y2018,24,4804,4356
California,Y2018,25,4881,4463
California,Y2018,26,4757,4350
California,Y2018,27,4810,4360
