Jurisdiction,Year,Week,AllDeath,NaturalDeath
New York,Y2014,44,1872,1750
New York,Y2014,45,1876,1766
New York,Y2014,46,1883,1774
New York,Y2014,47,1929,1814
New York,Y2014,48,1912,1802
New York,Y2014,49,1955,1843
New York,Y2014,50,1914,1819
New York,Y2014,51,1955,1826
New York,Y2014,52,2038,1931
New York,Y2014,53,2142,2023
New York,Y2015,1,2263,2139
New York,Y2015,2,2239,2125
New York,Y2015,3,2130,2009
New York,Y2015,4,2124,2027
New York,Y2015,5,2167,2045
New York,Y2015,6,2139,2039
New York,Y2015,7,2143,2025
New York,Y2015,8,2046,1941
New York,Y2015,9,2156,2048
New York,Y2015,10,2091,1976
New York,Y2015,11,2001,1893
New York,Y2015,12,2005,1902
New York,Y2015,13,2038,1897
New York,Y2015,14,1944,1848
New York,Y2015,15,1997,1876
New York,Y2015,16,1923,1806
New York,Y2015,17,1850,1745
New York,Y2015,18,1853,1707
New York,Y2015,19,1855,1743
New York,Y2015,20,1816,1666
New York,Y2015,21,1803,1684
New York,Y2015,22,1798,1670
New York,Y2015,23,1803,1677
New York,Y2015,24,1694,1591
New York,Y2015,25,1714,1606
New York,Y2015,26,1708,1592
New York,Y2015,27,1772,1651
New York,Y2015,28,1801,1665
New York,Y2015,29,1765,1619
New York,Y2015,30,1803,1690
New York,Y2015,31,1669,1566
New York,Y2015,32,1762,1627
New York,Y2015,33,1726,1579
New York,Y2015,34,1710,1579
New York,Y2015,35,1792,1639
New York,Y2015,36,1804,1677
New York,Y2015,37,1714,1607
New York,Y2015,38,1754,1649
New York,Y2015,39,1752,1629
New York,Y2015,40,1969,1816
New York,Y2015,41,1826,1701
New York,Y2015,42,1899,1769
New York,Y2015,43,1853,1737
New York,Y2015,44,1858,1749
New York,Y2015,45,1794,1684
New York,Y2015,46,1786,1664
New York,Y2015,47,1810,1682
New York,Y2015,48,1858,1737
New York,Y2015,49,1904,1763
New York,Y2015,50,1829,1713
New York,Y2015,51,1804,1689
New York,Y2015,52,1779,1664
New York,Y2016,1,1935,1815
New York,Y2016,2,1991,1858
New York,Y2016,3,1975,1847
New York,Y2016,4,2038,1913
New York,Y2016,5,1960,1826
New York,Y2016,6,1746,1622
New York,Y2016,7,1809,1692
New York,Y2016,8,1823,1698
New York,Y2016,9,1949,1796
New York,Y2016,10,1989,1855
New York,Y2016,11,1768,1655
New York,Y2016,12,1849,1720
New York,Y2016,13,1916,1783
New York,Y2016,14,1964,1838
New York,Y2016,15,1940,1834
New York,Y2016,16,1945,1818
New York,Y2016,17,1855,1740
New York,Y2016,18,1893,1759
New York,Y2016,19,1760,1631
New York,Y2016,20,1794,1682
New York,Y2016,21,1893,1749
New York,Y2016,22,1675,1546
New York,Y2016,23,1698,1579
New York,Y2016,24,1892,1758
New York,Y2016,25,1784,1635
New York,Y2016,26,1754,1631
New York,Y2016,27,1845,1693
New York,Y2016,28,1726,1596
New York,Y2016,29,1731,1591
New York,Y2016,30,1820,1689
New York,Y2016,31,1757,1610
New York,Y2016,32,1810,1677
New York,Y2016,33,1744,1629
New York,Y2016,34,1746,1606
New York,Y2016,35,1741,1589
New York,Y2016,36,1818,1661
New York,Y2016,37,1759,1624
New York,Y2016,38,1836,1695
New York,Y2016,39,1835,1702
New York,Y2016,40,1862,1727
New York,Y2016,41,1884,1744
New York,Y2016,42,1927,1784
New York,Y2016,43,1915,1791
New York,Y2016,44,1929,1778
New York,Y2016,45,1976,1842
New York,Y2016,46,1900,1756
New York,Y2016,47,1917,1778
New York,Y2016,48,1942,1800
New York,Y2016,49,1914,1770
New York,Y2016,50,1987,1858
New York,Y2016,51,2059,1915
New York,Y2016,52,2015,1893
New York,Y2017,1,2165,2022
New York,Y2017,2,2115,1980
New York,Y2017,3,2049,1929
New York,Y2017,4,2165,2031
New York,Y2017,5,2033,1890
New York,Y2017,6,2127,1990
New York,Y2017,7,2041,1911
New York,Y2017,8,2075,1949
New York,Y2017,9,1972,1838
New York,Y2017,10,2031,1879
New York,Y2017,11,2012,1884
New York,Y2017,12,2046,1891
New York,Y2017,13,1946,1828
New York,Y2017,14,1855,1735
New York,Y2017,15,2001,1858
New York,Y2017,16,1872,1750
New York,Y2017,17,1967,1818
New York,Y2017,18,1867,1751
New York,Y2017,19,1795,1651
New York,Y2017,20,1912,1761
New York,Y2017,21,1834,1685
New York,Y2017,22,1780,1609
New York,Y2017,23,1872,1736
New York,Y2017,24,1857,1733
New York,Y2017,25,1837,1692
New York,Y2017,26,1811,1677
New York,Y2017,27,1798,1639
New York,Y2017,28,1762,1603
New York,Y2017,29,1783,1639
New York,Y2017,30,1736,1589
New York,Y2017,31,1780,1631
New York,Y2017,32,1693,1566
New York,Y2017,33,1764,1628
New York,Y2017,34,1785,1651
New York,Y2017,35,1816,1693
New York,Y2017,36,1815,1683
New York,Y2017,37,1791,1652
New York,Y2017,38,1832,1688
New York,Y2017,39,1789,1631
New York,Y2017,40,1829,1691
New York,Y2017,41,1824,1702
New York,Y2017,42,1821,1708
New York,Y2017,43,1857,1713
New York,Y2017,44,1823,1679
New York,Y2017,45,1911,1799
New York,Y2017,46,1939,1823
New York,Y2017,47,2014,1898
New York,Y2017,48,2019,1898
New York,Y2017,49,1967,1846
New York,Y2017,50,2038,1914
New York,Y2017,51,2181,2032
New York,Y2017,52,2097,1952
New York,Y2018,1,2286,2162
New York,Y2018,2,2452,2314
New York,Y2018,3,2238,2115
New York,Y2018,4,2163,2040
New York,Y2018,5,2139,2006
New York,Y2018,6,2199,2075
New York,Y2018,7,2127,2004
New York,Y2018,8,2124,1988
New York,Y2018,9,2084,1954
New York,Y2018,10,2014,1887
New York,Y2018,11,1949,1837
New York,Y2018,12,1997,1866
New York,Y2018,13,1962,1853
New York,Y2018,14,1953,1819
New York,Y2018,15,1967,1858
New York,Y2018,16,2001,1878
New York,Y2018,17,1891,1779
New York,Y2018,18,1901,1767
New York,Y2018,19,1790,1682
New York,Y2018,20,1682,1551
New York,Y2018,21,1813,1688
New York,Y2018,22,1747,1624
New York,Y2018,23,1837,1696
New York,Y2018,24,1824,1683
New York,Y2018,25,1859,1703
New York,Y2018,26,1791,1659
New York,Y2018,27,1870,1720
New York,Y2018,28,1838,1682
New York,Y2018,29,1813,1668
New York,Y2018,30,1820,1671
New York,Y2018,31,1760,1619
New York,Y2018,32,1757,1620
New York,Y2018,33,1820,1678
New York,Y2018,34,1816,1665
New York,Y2018,35,1754,1607
New York,Y2018,36,1698,1587
New York,Y2018,37,1747,1607
New York,Y2018,38,1769,1642
New York,Y2018,39,1843,1724
New York,Y2018,40,1857,1709
New York,Y2018,41,1886,1756
New York,Y2018,42,1967,1855
New York,Y2018,43,2006,1869
New York,Y2018,44,1943,1792
New York,Y2018,45,1925,1791
New York,Y2018,46,1882,1756
New York,Y2018,47,1948,1837
New York,Y2018,48,1974,1850
New York,Y2018,49,1956,1832
New York,Y2018,50,1962,1831
New York,Y2018,51,2008,1872
New York,Y2018,52,2032,1910
New York,Y2019,1,2064,1943
New York,Y2019,2,2051,1926
New York,Y2019,3,2065,1960
New York,Y2019,4,2163,2043
New York,Y2019,5,2027,1908
New York,Y2019,6,2049,1906
New York,Y2019,7,2018,1903
New York,Y2019,8,2069,1948
New York,Y2019,9,2022,1903
New York,Y2019,10,2185,2057
New York,Y2019,11,2028,1912
New York,Y2019,12,2023,1896
New York,Y2019,13,2013,1893
New York,Y2019,14,2009,1886
New York,Y2019,15,1952,1834
New York,Y2019,16,1926,1813
New York,Y2019,17,1852,1749
New York,Y2019,18,1957,1853
New York,Y2019,19,1814,1696
New York,Y2019,20,1884,1758
New York,Y2019,21,1938,1799
New York,Y2019,22,1738,1604
New York,Y2019,23,1791,1674
New York,Y2019,24,1865,1746
New York,Y2019,25,1791,1672
New York,Y2019,26,1907,1776
New York,Y2019,27,1866,1699
New York,Y2019,28,1756,1604
New York,Y2019,29,1893,1750
New York,Y2019,30,1757,1631
New York,Y2019,31,1824,1707
New York,Y2019,32,1894,1752
New York,Y2019,33,1838,1703
New York,Y2019,34,1719,1582
New York,Y2019,35,1785,1640
New York,Y2019,36,1845,1715
New York,Y2019,37,1743,1626
New York,Y2019,38,1783,1662
New York,Y2019,39,1877,1740
New York,Y2019,40,1872,1736
New York,Y2019,41,1901,1775
New York,Y2019,42,1942,1817
New York,Y2019,43,1851,1739
New York,Y2019,44,1947,1806
New York,Y2019,45,1947,1812
New York,Y2019,46,1983,1868
New York,Y2019,47,1975,1854
New York,Y2019,48,1965,1835
New York,Y2019,49,2037,1891
New York,Y2019,50,1961,1844
New York,Y2019,51,1996,1859
New York,Y2019,52,2035,1923
New York,Y2020,1,2164,2030
New York,Y2020,2,2092,1974
New York,Y2020,3,2168,2036
New York,Y2020,4,2023,1885
New York,Y2020,5,2029,1914
New York,Y2020,6,2058,1934
New York,Y2020,7,1989,1843
New York,Y2020,8,2032,1925
New York,Y2020,9,2161,2020
New York,Y2020,10,2071,1912
New York,Y2020,11,1981,1851
New York,Y2020,12,2127,1984
New York,Y2020,13,2543,2394
New York,Y2020,14,3774,3643
New York,Y2020,15,4663,4524
New York,Y2020,16,4464,4323
New York,Y2020,17,3740,3612
New York,Y2020,18,3129,3005
New York,Y2020,19,2779,2632
New York,Y2020,20,2506,2366
New York,Y2020,21,2243,2102
New York,Y2020,22,2113,1968
New York,Y2020,23,1974,1818
New York,Y2020,24,1899,1762
New York,Y2020,25,1899,1751
New York,Y2020,26,1929,1773
New York,Y2020,27,1892,1729
New York,Y2020,28,1892,1754
New York,Y2020,29,1845,1706
New York,Y2020,30,1809,1689
New York,Y2020,31,1880,1746
New York,Y2020,32,1872,1737
New York,Y2020,33,1821,1683
New York,Y2020,34,1870,1727
New York,Y2020,35,1801,1667
New York,Y2020,36,1787,1670
New York,Y2020,37,1774,1670
New York,Y2020,38,1868,1739
New York,Y2020,39,2075,1933
New York,Y2020,40,1958,1841
New York,Y2020,41,2078,1965
New York,Y2020,42,1921,1815
New York,Y2020,43,1890,1798
New York,Y2020,44,1992,1900
New York,Y2020,45,2140,2027
New York,Y2020,46,2043,1972
New York,Y2020,47,2166,2063
New York,Y2020,48,2277,2183
New York,Y2020,49,2362,2291
New York,Y2020,50,2524,2452
New York,Y2020,51,1833,1802
New York City,Y2014,1,610,580
New York City,Y2014,2,1165,1108
New York City,Y2014,3,1065,1010
New York City,Y2014,4,1025,978
New York City,Y2014,5,1127,1072
New York City,Y2014,6,1088,1043
New York City,Y2014,7,1058,1014
New York City,Y2014,8,1008,968
New York City,Y2014,9,979,941
New York City,Y2014,10,1027,979
New York City,Y2014,11,1031,966
New York City,Y2014,12,1082,1027
New York City,Y2014,13,1070,1018
New York City,Y2014,14,1110,1047
New York City,Y2014,15,1142,1085
New York City,Y2014,16,1077,1021
New York City,Y2014,17,1061,1006
New York City,Y2014,18,1037,979
New York City,Y2014,19,1026,977
New York City,Y2014,20,987,933
New York City,Y2014,21,963,917
New York City,Y2014,22,891,831
New York City,Y2014,23,965,912
New York City,Y2014,24,836,781
New York City,Y2014,25,964,911
New York City,Y2014,26,948,887
New York City,Y2014,27,942,876
New York City,Y2014,28,928,862
New York City,Y2014,29,899,851
New York City,Y2014,30,925,861
New York City,Y2014,31,903,852
New York City,Y2014,32,939,881
New York City,Y2014,33,920,867
New York City,Y2014,34,972,921
New York City,Y2014,35,919,872
New York City,Y2014,36,1018,949
New York City,Y2014,37,879,827
New York City,Y2014,38,952,903
New York City,Y2014,39,1011,953
New York City,Y2014,40,980,920
New York City,Y2014,41,998,940
New York City,Y2014,42,1008,944
New York City,Y2014,43,1026,971
New York City,Y2014,44,996,953
New York City,Y2014,45,1141,1087
New York City,Y2014,46,986,944
New York City,Y2014,47,1070,1023
New York City,Y2014,48,1008,958
New York City,Y2014,49,1033,981
New York City,Y2014,50,1063,1008
New York City,Y2014,51,1085,1025
New York City,Y2014,52,1022,966
New York City,Y2014,53,1149,1088
New York City,Y2015,1,1279,1211
New York City,Y2015,2,1180,1127
New York City,Y2015,3,1254,1198
New York City,Y2015,4,1207,1156
New York City,Y2015,5,1226,1179
New York City,Y2015,6,1195,1153
New York City,Y2015,7,1218,1171
New York City,Y2015,8,1191,1131
New York City,Y2015,9,1158,1109
New York City,Y2015,10,1052,1007
New York City,Y2015,11,1099,1028
New York City,Y2015,12,1053,1005
New York City,Y2015,13,1071,1023
New York City,Y2015,14,1104,1036
New York City,Y2015,15,1024,964
New York City,Y2015,16,994,953
New York City,Y2015,17,1064,1006
New York City,Y2015,18,972,928
New York City,Y2015,19,996,918
New York City,Y2015,20,922,867
New York City,Y2015,21,1040,966
New York City,Y2015,22,1004,954
New York City,Y2015,23,1002,943
New York City,Y2015,24,922,882
New York City,Y2015,25,972,922
New York City,Y2015,26,954,894
New York City,Y2015,27,972,911
New York City,Y2015,28,944,885
New York City,Y2015,29,963,909
New York City,Y2015,30,968,922
New York City,Y2015,31,994,927
New York City,Y2015,32,951,909
New York City,Y2015,33,1025,944
New York City,Y2015,34,952,896
New York City,Y2015,35,964,910
New York City,Y2015,36,968,898
New York City,Y2015,37,954,886
New York City,Y2015,38,945,898
New York City,Y2015,39,926,868
New York City,Y2015,40,1064,992
New York City,Y2015,41,1013,955
New York City,Y2015,42,1116,1038
New York City,Y2015,43,1001,932
New York City,Y2015,44,1044,985
New York City,Y2015,45,898,836
New York City,Y2015,46,1006,943
New York City,Y2015,47,986,919
New York City,Y2015,48,1033,982
New York City,Y2015,49,1023,962
New York City,Y2015,50,1000,950
New York City,Y2015,51,993,944
New York City,Y2015,52,1030,959
New York City,Y2016,1,1149,1090
New York City,Y2016,2,1126,1064
New York City,Y2016,3,1113,1056
New York City,Y2016,4,1110,1066
New York City,Y2016,5,1077,1006
New York City,Y2016,6,1148,1089
New York City,Y2016,7,1064,1019
New York City,Y2016,8,1152,1093
New York City,Y2016,9,1173,1109
New York City,Y2016,10,1151,1084
New York City,Y2016,11,1118,1047
New York City,Y2016,12,1086,1028
New York City,Y2016,13,1042,983
New York City,Y2016,14,1030,969
New York City,Y2016,15,1100,1024
New York City,Y2016,16,1060,994
New York City,Y2016,17,983,923
New York City,Y2016,18,956,902
New York City,Y2016,19,1026,961
New York City,Y2016,20,977,911
New York City,Y2016,21,996,949
New York City,Y2016,22,927,857
New York City,Y2016,23,923,861
New York City,Y2016,24,975,906
New York City,Y2016,25,994,935
New York City,Y2016,26,950,869
New York City,Y2016,27,974,912
New York City,Y2016,28,951,878
New York City,Y2016,29,977,912
New York City,Y2016,30,997,941
New York City,Y2016,31,1017,949
New York City,Y2016,32,953,887
New York City,Y2016,33,1036,965
New York City,Y2016,34,953,884
New York City,Y2016,35,956,888
New York City,Y2016,36,994,926
New York City,Y2016,37,962,898
New York City,Y2016,38,931,868
New York City,Y2016,39,974,901
New York City,Y2016,40,1035,957
New York City,Y2016,41,1060,1000
New York City,Y2016,42,1051,987
New York City,Y2016,43,983,933
New York City,Y2016,44,1060,987
New York City,Y2016,45,1059,1009
New York City,Y2016,46,1121,1059
New York City,Y2016,47,971,909
New York City,Y2016,48,1143,1070
New York City,Y2016,49,1047,976
New York City,Y2016,50,1113,1041
New York City,Y2016,51,1157,1092
New York City,Y2016,52,1119,1054
New York City,Y2017,1,1190,1112
New York City,Y2017,2,1192,1117
New York City,Y2017,3,1142,1079
New York City,Y2017,4,1207,1145
New York City,Y2017,5,1143,1063
New York City,Y2017,6,1159,1099
New York City,Y2017,7,1115,1065
New York City,Y2017,8,1064,1009
New York City,Y2017,9,1056,993
New York City,Y2017,10,1066,1004
New York City,Y2017,11,1109,1059
New York City,Y2017,12,1071,1004
New York City,Y2017,13,986,942
New York City,Y2017,14,990,935
New York City,Y2017,15,1053,990
New York City,Y2017,16,1038,972
New York City,Y2017,17,1032,966
New York City,Y2017,18,1010,943
New York City,Y2017,19,993,919
New York City,Y2017,20,1081,1000
New York City,Y2017,21,1001,937
New York City,Y2017,22,978,908
New York City,Y2017,23,925,874
New York City,Y2017,24,995,935
New York City,Y2017,25,981,906
New York City,Y2017,26,943,873
New York City,Y2017,27,1006,931
New York City,Y2017,28,928,864
New York City,Y2017,29,969,902
New York City,Y2017,30,945,860
New York City,Y2017,31,971,898
New York City,Y2017,32,973,910
New York City,Y2017,33,1001,930
New York City,Y2017,34,978,915
New York City,Y2017,35,979,906
New York City,Y2017,36,976,909
New York City,Y2017,37,1007,935
New York City,Y2017,38,983,902
New York City,Y2017,39,1039,961
New York City,Y2017,40,1011,948
New York City,Y2017,41,980,912
New York City,Y2017,42,1030,955
New York City,Y2017,43,1073,1011
New York City,Y2017,44,1041,967
New York City,Y2017,45,1052,971
New York City,Y2017,46,1077,1022
New York City,Y2017,47,1041,987
New York City,Y2017,48,1088,1018
New York City,Y2017,49,1001,956
New York City,Y2017,50,1139,1083
New York City,Y2017,51,1153,1080
New York City,Y2017,52,1205,1108
New York City,Y2018,1,1351,1274
New York City,Y2018,2,1331,1253
New York City,Y2018,3,1171,1091
New York City,Y2018,4,1277,1205
New York City,Y2018,5,1171,1096
New York City,Y2018,6,1218,1158
New York City,Y2018,7,1197,1131
New York City,Y2018,8,1084,1026
New York City,Y2018,9,1122,1042
New York City,Y2018,10,1139,1072
New York City,Y2018,11,1070,1007
New York City,Y2018,12,1033,971
New York City,Y2018,13,1008,937
New York City,Y2018,14,1065,997
New York City,Y2018,15,1093,1017
New York City,Y2018,16,1058,1001
New York City,Y2018,17,978,905
New York City,Y2018,18,1006,932
New York City,Y2018,19,928,875
New York City,Y2018,20,957,899
New York City,Y2018,21,1001,937
New York City,Y2018,22,981,926
New York City,Y2018,23,947,874
New York City,Y2018,24,987,928
New York City,Y2018,25,1046,969
New York City,Y2018,26,976,906
New York City,Y2018,27,1036,969
New York City,Y2018,28,1015,918
New York City,Y2018,29,929,862
New York City,Y2018,30,911,861
New York City,Y2018,31,951,868
New York City,Y2018,32,989,918
New York City,Y2018,33,983,905
New York City,Y2018,34,975,916
New York City,Y2018,35,975,899
New York City,Y2018,36,1008,933
New York City,Y2018,37,958,896
New York City,Y2018,38,999,929
New York City,Y2018,39,981,921
New York City,Y2018,40,1044,968
New York City,Y2018,41,1051,989
New York City,Y2018,42,1062,1001
New York City,Y2018,43,1089,1024
New York City,Y2018,44,1105,1052
New York City,Y2018,45,1057,987
New York City,Y2018,46,1038,978
New York City,Y2018,47,1077,1025
New York City,Y2018,48,1094,1056
New York City,Y2018,49,1112,1051
New York City,Y2018,50,1079,1020
New York City,Y2018,51,1099,1033
New York City,Y2018,52,1093,1036
New York City,Y2019,1,1170,1091
New York City,Y2019,2,1106,1042
New York City,Y2019,3,1158,1079
New York City,Y2019,4,1157,1093
New York City,Y2019,5,1116,1056
New York City,Y2019,6,1225,1141
New York City,Y2019,7,1104,1047
New York City,Y2019,8,1073,1007
New York City,Y2019,9,1087,1017
New York City,Y2019,10,1102,1034
New York City,Y2019,11,1090,1015
New York City,Y2019,12,1036,979
New York City,Y2019,13,1097,1053
New York City,Y2019,14,1038,981
New York City,Y2019,15,1054,992
New York City,Y2019,16,955,875
New York City,Y2019,17,954,900
New York City,Y2019,18,1008,951
New York City,Y2019,19,1033,959
New York City,Y2019,20,1049,981
New York City,Y2019,21,1049,974
New York City,Y2019,22,888,818
New York City,Y2019,23,1040,959
New York City,Y2019,24,976,923
New York City,Y2019,25,1007,937
New York City,Y2019,26,987,908
New York City,Y2019,27,979,909
New York City,Y2019,28,960,870
New York City,Y2019,29,1031,950
New York City,Y2019,30,1016,944
New York City,Y2019,31,1040,961
New York City,Y2019,32,958,894
New York City,Y2019,33,962,890
New York City,Y2019,34,958,883
New York City,Y2019,35,935,859
New York City,Y2019,36,936,866
New York City,Y2019,37,971,906
New York City,Y2019,38,1025,949
New York City,Y2019,39,991,926
New York City,Y2019,40,1050,964
New York City,Y2019,41,1097,1013
New York City,Y2019,42,1058,989
New York City,Y2019,43,1047,978
New York City,Y2019,44,970,915
New York City,Y2019,45,1114,1035
New York City,Y2019,46,1100,1027
New York City,Y2019,47,1043,978
New York City,Y2019,48,1016,961
New York City,Y2019,49,1155,1078
New York City,Y2019,50,1135,1060
New York City,Y2019,51,1127,1042
New York City,Y2019,52,1159,1091
New York City,Y2020,1,1155,1067
New York City,Y2020,2,1137,1085
New York City,Y2020,3,1129,1057
New York City,Y2020,4,1182,1104
New York City,Y2020,5,1171,1086
New York City,Y2020,6,1172,1085
New York City,Y2020,7,1130,1064
New York City,Y2020,8,1096,1029
New York City,Y2020,9,1110,1028
New York City,Y2020,10,1113,1045
New York City,Y2020,11,1136,1059
New York City,Y2020,12,1405,1345
New York City,Y2020,13,2804,2725
New York City,Y2020,14,6294,6227
New York City,Y2020,15,7860,7787
New York City,Y2020,16,5899,5828
New York City,Y2020,17,4048,3979
New York City,Y2020,18,2846,2770
New York City,Y2020,19,2072,2007
New York City,Y2020,20,1603,1545
New York City,Y2020,21,1310,1234
New York City,Y2020,22,1166,1093
New York City,Y2020,23,1114,1051
New York City,Y2020,24,1097,1034
New York City,Y2020,25,990,936
New York City,Y2020,26,1072,1008
New York City,Y2020,27,990,941
New York City,Y2020,28,1027,976
New York City,Y2020,29,969,920
New York City,Y2020,30,1020,973
New York City,Y2020,31,985,930
New York City,Y2020,32,964,919
New York City,Y2020,33,987,949
New York City,Y2020,34,965,920
New York City,Y2020,35,997,949
New York City,Y2020,36,970,916
New York City,Y2020,37,962,910
New York City,Y2020,38,1006,965
New York City,Y2020,39,988,946
New York City,Y2020,40,968,922
New York City,Y2020,41,1016,983
New York City,Y2020,42,1045,1013
New York City,Y2020,43,1037,979
New York City,Y2020,44,1065,1020
New York City,Y2020,45,1152,1106
New York City,Y2020,46,1093,1042
New York City,Y2020,47,1092,1065
New York City,Y2020,48,1036,996
New York City,Y2020,49,1001,985
New York City,Y2020,50,1044,1028
New York City,Y2020,51,1055,1036
North Carolina,Y2014,1,1071,1005
North Carolina,Y2014,2,1777,1666
North Carolina,Y2014,3,1774,1645
North Carolina,Y2014,4,1752,1633
North Carolina,Y2014,5,1789,1687
North Carolina,Y2014,6,1765,1655
North Carolina,Y2014,7,1762,1638
North Carolina,Y2014,8,1781,1643
North Carolina,Y2014,9,1686,1555
North Carolina,Y2014,10,1726,1607
North Carolina,Y2014,11,1742,1619
North Carolina,Y2014,12,1759,1639
North Carolina,Y2014,13,1641,1515
North Carolina,Y2014,14,1654,1526
North Carolina,Y2014,15,1643,1505
North Carolina,Y2014,16,1569,1466
North Carolina,Y2014,17,1663,1528
North Carolina,Y2014,18,1572,1443
North Carolina,Y2014,19,1644,1527
North Carolina,Y2014,20,1556,1428
North Carolina,Y2014,21,1566,1426
North Carolina,Y2014,22,1635,1499
North Carolina,Y2014,23,1611,1491
North Carolina,Y2014,24,1558,1428
North Carolina,Y2014,25,1511,1396
North Carolina,Y2014,26,1525,1396
North Carolina,Y2014,27,1565,1436
North Carolina,Y2014,28,1549,1435
North Carolina,Y2014,29,1590,1458
North Carolina,Y2014,30,1509,1397
North Carolina,Y2014,31,1493,1365
North Carolina,Y2014,32,1603,1471
North Carolina,Y2014,33,1507,1376
North Carolina,Y2014,34,1485,1346
North Carolina,Y2014,35,1510,1371
North Carolina,Y2014,36,1561,1437
North Carolina,Y2014,37,1606,1475
North Carolina,Y2014,38,1591,1464
North Carolina,Y2014,39,1637,1508
North Carolina,Y2014,40,1643,1494
North Carolina,Y2014,41,1686,1539
North Carolina,Y2014,42,1570,1458
North Carolina,Y2014,43,1668,1533
North Carolina,Y2014,44,1666,1536
North Carolina,Y2014,45,1712,1600
North Carolina,Y2014,46,1611,1482
North Carolina,Y2014,47,1761,1618
North Carolina,Y2014,48,1717,1595
North Carolina,Y2014,49,1752,1595
North Carolina,Y2014,50,1703,1558
North Carolina,Y2014,51,1746,1624
North Carolina,Y2014,52,1939,1802
North Carolina,Y2014,53,2040,1924
North Carolina,Y2015,1,2107,1983
North Carolina,Y2015,2,2096,1960
North Carolina,Y2015,3,1809,1671
North Carolina,Y2015,4,1857,1746
North Carolina,Y2015,5,1928,1775
North Carolina,Y2015,6,1896,1771
North Carolina,Y2015,7,1973,1837
North Carolina,Y2015,8,1872,1724
North Carolina,Y2015,9,1985,1862
North Carolina,Y2015,10,1886,1761
North Carolina,Y2015,11,1767,1641
North Carolina,Y2015,12,1772,1632
North Carolina,Y2015,13,1748,1610
North Carolina,Y2015,14,1773,1620
North Carolina,Y2015,15,1669,1543
North Carolina,Y2015,16,1637,1514
North Carolina,Y2015,17,1594,1472
North Carolina,Y2015,18,1723,1570
North Carolina,Y2015,19,1652,1489
North Carolina,Y2015,20,1596,1442
North Carolina,Y2015,21,1618,1495
North Carolina,Y2015,22,1626,1494
North Carolina,Y2015,23,1667,1538
North Carolina,Y2015,24,1700,1543
North Carolina,Y2015,25,1628,1492
North Carolina,Y2015,26,1624,1484
North Carolina,Y2015,27,1657,1501
North Carolina,Y2015,28,1605,1472
North Carolina,Y2015,29,1603,1478
North Carolina,Y2015,30,1576,1449
North Carolina,Y2015,31,1575,1434
North Carolina,Y2015,32,1551,1426
North Carolina,Y2015,33,1640,1499
North Carolina,Y2015,34,1601,1464
North Carolina,Y2015,35,1645,1500
North Carolina,Y2015,36,1629,1480
North Carolina,Y2015,37,1606,1451
North Carolina,Y2015,38,1638,1499
North Carolina,Y2015,39,1645,1518
North Carolina,Y2015,40,1684,1536
North Carolina,Y2015,41,1649,1508
North Carolina,Y2015,42,1724,1593
North Carolina,Y2015,43,1707,1565
North Carolina,Y2015,44,1791,1632
North Carolina,Y2015,45,1663,1537
North Carolina,Y2015,46,1719,1588
North Carolina,Y2015,47,1734,1597
North Carolina,Y2015,48,1738,1585
North Carolina,Y2015,49,1815,1678
North Carolina,Y2015,50,1683,1571
North Carolina,Y2015,51,1842,1697
North Carolina,Y2015,52,1685,1557
North Carolina,Y2016,1,1916,1752
North Carolina,Y2016,2,1862,1735
North Carolina,Y2016,3,1902,1771
North Carolina,Y2016,4,1949,1800
North Carolina,Y2016,5,1886,1717
North Carolina,Y2016,6,1846,1691
North Carolina,Y2016,7,1848,1709
North Carolina,Y2016,8,1797,1672
North Carolina,Y2016,9,1893,1733
North Carolina,Y2016,10,1875,1720
North Carolina,Y2016,11,1719,1573
North Carolina,Y2016,12,1883,1726
North Carolina,Y2016,13,1821,1678
North Carolina,Y2016,14,1745,1608
North Carolina,Y2016,15,1798,1645
North Carolina,Y2016,16,1688,1540
North Carolina,Y2016,17,1670,1490
North Carolina,Y2016,18,1705,1558
North Carolina,Y2016,19,1760,1611
North Carolina,Y2016,20,1632,1492
North Carolina,Y2016,21,1650,1492
North Carolina,Y2016,22,1704,1566
North Carolina,Y2016,23,1662,1474
North Carolina,Y2016,24,1619,1482
North Carolina,Y2016,25,1632,1496
North Carolina,Y2016,26,1713,1550
North Carolina,Y2016,27,1648,1517
North Carolina,Y2016,28,1685,1525
North Carolina,Y2016,29,1607,1462
North Carolina,Y2016,30,1591,1441
North Carolina,Y2016,31,1593,1429
North Carolina,Y2016,32,1593,1437
North Carolina,Y2016,33,1621,1481
North Carolina,Y2016,34,1646,1513
North Carolina,Y2016,35,1659,1511
North Carolina,Y2016,36,1665,1515
North Carolina,Y2016,37,1575,1423
North Carolina,Y2016,38,1696,1554
North Carolina,Y2016,39,1688,1528
North Carolina,Y2016,40,1669,1527
North Carolina,Y2016,41,1777,1594
North Carolina,Y2016,42,1733,1582
North Carolina,Y2016,43,1768,1612
North Carolina,Y2016,44,1770,1614
North Carolina,Y2016,45,1780,1630
North Carolina,Y2016,46,1849,1721
North Carolina,Y2016,47,1767,1618
North Carolina,Y2016,48,1821,1675
North Carolina,Y2016,49,1846,1708
North Carolina,Y2016,50,1903,1737
North Carolina,Y2016,51,1818,1679
North Carolina,Y2016,52,1935,1778
